#,Source,Company,Title,Published,URL,LLM Extract,Newsletter Section (index),Status,Notes
157,RBI,Industry,Census process to begin in Gujarat from June 1 under revised schedule - lokmattimes.com,2026-05-06,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOdDdMQVV5dFY5UEV3RlBnX1Z0SS1BRWNZa3JjbTdyV0tKcUh3VlE5X2xhNmJxZktKOHVFbllWd1BNTC1YTVFRMjdmWDN3V21wc08xYVJYQkZkcHk0WExxeGJ1UUsxSjBndWhnbExCT2lJZS05d3V4Wm5XTmF1OEVCY09hX2JHS3RJZVFtY3BiTy1yQUZBdWFxVTBmZUF3dE1sN05vMW1KSDVNdEXSAbABQVVfeXFMUGxZTG96RkFQZElkUGZBZFljS1ozT3V2UWJILXIzR3NDcjY4dnRGTVd0WHhGT0dKOTExVlZSVE5xRmppVkxRSGY0SVZuUmtpSHg3eFMwUWRUSFkwZ0VqeDZqcERsWnNoSXEzcnc1bXhLZEliMDBNLVZEMG1TQldVTXFkUy1jMGFzT1l6b2tPUHRzTHU1Q1NYdHlJa2hTX2RzQ283LWN0SjM1dlVGSjlSZHU?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
158,RBI,Industry,Team India knocked out in Round of 32 at ITTF World Table Tennis Championships - lokmattimes.com,2026-05-06,https://news.google.com/rss/articles/CBMivAFBVV95cUxPV01mZVdqT01vQzUtQlFEUjhMOVk2eVJXR2k5dEpSNWVjU2FWcmFQUW95bHZCRThVQ3dPeFVzRzI3eUtERjJzNldHV1pSbDFsNFk3Qlkxbk9aSHliRU9PR3ZrOFRfUWNQcFBJTllKTk54eVJPY1pIc3IzUFBRY2ZLUkc4cU5Tam15X1FjMUVOTWV6T19jSHl1UW9GRVZ3cHZLWGZBdWFvU0g0QVFrZV9BV3I4Q3lZNmRaWlJqcNIBwgFBVV95cUxNYmttWF96LWdRU1A0Zk5KUk9LcUcwbGI2QkxoS3RSdFA2SXhSemFITG9IRTZJaW9TcEVLZktWeTU5bzBRUWpRNUEtQ3d1LTBRTDRJeHlNQi04TTNHdzdiTll0S2JYRTEyR09BcEdkMWp5TV8xOW9GczJDX1VHSmpYYmRZSmpWSmhYR3R1SXR0RlpOTGc1SnJGdmFuZGY4QV9iRlV2VldQT1lHajZLRjc0eS1BUjkwMkc1VmVYNThJZnpTdw?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
159,RBI,Industry,Punjab blasts part of ISI-backed attempt to revive Khalistani narrative: Defence expert - lokmattimes.com,2026-05-06,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNQ0RVVlo3MnZuc0dEelB0TG9sY3BidnVrUkptbUF1M25kS1U4WFZ2Z1dGUHFsSDVDOHFhV0hvNVkzaF9hNWEzVGhhNkV5RTRYMlV2VXZRa2xsb2pQT0h3cVRMWXJDbWFHZGZiN0RiZXVxcGJaMS1JeWtrbTZMT21VRzIyUVZMV1pFWkQyNE5JVVRROFdZeWVkdTl2Nl9UZlFlSl96X1hTMjY2MEsyeGRpYmNDSGROSVA4WVJtQjBuYjNQUdIBxwFBVV95cUxQeGkydzNhVzhUVjFvVnNXNzJMRWoxdVJ1V09RWVFlRTJqWWhBRGhhX1dlY3dZc0VBVGFaZlVQNHY3ZnJMOWwwekt4SzB1ZW5rSHJiV3RKQjd0cEgzR1NhN1dMYkZncmZvcHY4WXZ1cWtralNFOS03TWtnTExiamExeHVqR3h2WHFXc05nQjNCY3BDc1Bkbk40U0RfR1NlczJJYlFNYVZOUkV4Zjk0YUk2RnhnSC1JUlF2WENlRURuX0pjc1NKRmFj?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
160,RBI,Industry,"Manappuram Finance strengthens leadership team with 4 senior appointments to drive housing finance, tech and governance push - Fortune India",2026-05-07,https://news.google.com/rss/articles/CBMikgJBVV95cUxOVWQ1TDdnVGlkZUFiVUJubFBjUVl3RjRpZUlvNVVsZXhPZmRGRjNrVnJwMksyNWJfOWhndlZCdG9EQWxYODhaMEVib2dXVzRtQ2lkQjBoR29fcGVnd19HbkJ4VG40RWxFbzdIcDJzNlMtNWxMWmMzQ0ZPSllqSkZzcjB4NlZ1NFdxQWN6QjFNc3RBWEw5Q2dNeGVGaU9waS1nMGdBV2NjYkVfQnFJbnFJN0NfdG1MbGF4cXhWbDFfREdLT0ZNdGFJcThCMm9EYUUtRFkyTUZqbnZGa0JwRWF1REZqa09mYUFIa3RKcTBKMlBhaUswMnVjOGpxZnNCMEc3amFQSVQyZ2x2Q1cxTnNXTXh30gGfAkFVX3lxTFAydHlSbHpTa1RGaVMydEhoUklSdm5rYjlHWXFfd3p3cDRxUmVqSjlDR2VyNUQ4WUdCRWd4X3ZRRXdWQ3k3WXllVU90Wk1RR1ozMWVhd0hDblVBSmxhTWJoRlNlYjgtbnhqenBVWkNMVjFYRW5qZzRHNVFKMnFEbEwyNzd5cWJCTUNmSDNWREt4aDliRzQ0NWt2cUUwWndyQ3lTUEVCeG5wUWc1NFVtTWZ4Q3FKcjdiTlhPTG5HTHZUN21JVGRpbHVZZGdMeU9rZGg4a3FPaDR1OHBGdkZBbWV1MnpfX2xFbDZuWkUyRm1lVng2RmJtZTZXRHRFRExhSkFQbENzWmNkeG1XMGNmQVpxTlF6WTVLTkRfcERRSjlB?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
161,RBI,Industry,RBI Unveils Draft Guidelines on Specified Non-Financial Assets - Studycafe,2026-05-07,https://news.google.com/rss/articles/CBMimwFBVV95cUxQcENGRzZqd2VuRzVpcTFHajlPMWtHc1hQVU1McDZvUlVZdk5WN3JBcnNpYWNyaTBIV0ZRSUhnQW9QUHQtN0l4N05jV25oaFpTaWpjaDNOWm1aNUVrcWg3a1hGSnAwTU5Vc1ByeU1ibnptQzdlS1pFclc4bEtqaXRNZFc5MHk3RWx5V0FLNHpSWFF4YktUc1VkenFtTQ?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
162,RBI,Industry,Manappuram Finance Adds Top Leaders to Drive Growth Amid NBFC Rules - Whalesbook,2026-05-07,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQdzh2emxsUFZuTmZGQTRua2JBQ1RlLTM3ZVphSEhUYlFvTVE4VUFGcm4yZHZOUU5sVmdJNklydzVUUlBleVhycVZYdFJ2MFVBQnU1UHdqbWJnNndSaWpyQ3RlWTJiYXc5VnpsalREdjZ3OTFpeG9CMWlXS0g3bmNzWkpPU2VWYVdvS19vcFpEb19wZWV0eEpRZ2FmbDgtMnNVdEdwNUltMVpQV1JkSmRyY05vMC03YUpYY05MT2d3LVBBWDY2bkhudEZVWjVFdmxxa0hCd29iY21HZjdsYVBpRg?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
163,RBI,Industry,Home First Finance Company India Limited Uploads Q4FY26 Earnings Conference Call Recording - scanx.trade,2026-05-07,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQbG1oYjlMdS15d0pLa24xV1N3bm8zdjY1bGQtOVk4QW9TQmNXM3Q3UmlXWjg2NjVBTGVfWV9JSm5uaWdjZHd3QU05N0ViUHVJYmppMjdfT2tEa1RTaGZLejdob0ptYS1ESjRtV01KeFk1Nl8tUWdGWTZPcG12anpuS1YzaFBoamIxUE9keEJTQUxiZ3Ewd3lzeDFacG9vcHBNX0wwTUJjQURPV3FtVVhFNzJabjV6V0JWN29IejdabEwzYmZEbHV0a1hRZzAxbjRYSjBFTzZTNjZ3Qnp3RzljTg?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
164,RBI,Industry,"Indian Bank Bets on Wealth Management as NIMs Fall, Plans Capital Raise - Whalesbook",2026-05-07,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPcTQyekxQWXp0eWEtS1pEdEFOdXdsTFVadWV1NjBIR2hiSTBOT0duU2MxSGpGLXlnQWNKa21sRVJfTjAxSHJDeFRLRTZRUUVEbVhvTlc5dnlqUDdpRjFwaTVWUlE3RW1mS0dEREVkMVVWVzE1a2ljaHJUSURRY3N0VzdnQjA3UHQ5MThrNFZYX1dfeENqenRFSGdPOEJoRmVUTFR2b2x6T1V5VzZza1dvQ0IzU1A2YkVVMzM3d2VaODdCZl81SnhOcW4ydUZmWVEwUWhQR1M3TFJFR254a2dadlM2VDY?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
165,RBI,Industry,PNB Housing Finance Limited Credit Rating Upgraded to CARE AAA - InvestyWise,2026-05-07,https://news.google.com/rss/articles/CBMihwFBVV95cUxPTWZ1blZvYThpMVZTSVZ2aEM3Zk5BeDJHZk1ZX1o5V0RERnY2NHRpNkRJWjFPTjU3ZDRBYmZ3WHpBaXM5QnJZbkU1LXpWRHlFWmRpR2xKUk5CQmNFSllCZ05WQXhYQ0J4ZFFBOENTcGZUa2VjZ3ZxTEJueldQQ3hheFJQSElJSVE?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
166,RBI,Industry,"Tata Trusts To Discuss Tata Sons Listing Debate, RBI’s Shadow Bank Rules Trigger Fresh Pressure - Free Press Journal",2026-05-07,https://news.google.com/rss/articles/CBMizwFBVV95cUxQc1JQV2x6TEtubWpGeTF1TE81TDNweVNzVXUtZDZ4YktfOTFJWF9xZjlXTGphTWZNeE41dXdqYlhkQUswY0VlYi1Jd3psWGNJR21SM29WTkVLdEpNVW0yNzVwcVpEdzZDTHk3bE5kS0xDQzJMT0F5ZU1IQzZ2V3BsT2wwS2pObm9sT29QeW9tWlN3S0tvTElFYWEtdkR2c3FxRW16cWY4NEJPUzlrVTlJZ2tWNEY3WFh5cFZWY01fTS1SOC1hcWRIdGNZUWVsLUnSAdQBQVVfeXFMTnlVb3MxMzhWZF9ESWJfTHRSUXBJNlRZelhrZkdaMXJlbHUyV2FLWlR6ZjdzbDZaVlpfbE1oYzZEVXFPZ0txLU1GVUxwLUxBYXZ5ZGdLTUdvRDZsNGJ3QkpNSXBrR05Tb0FFdkVRT0lxa2NOZzlLTENsMGU4R2ZfakxsRkxNOUZPWTRLMFlONmxTMWZrRFZGNGk0U1ZpRzV1ZVV5emZ0bmFNNXlkTERrM3IzdklOeDc4UFBKanJkU2I2dEtUejJaa19Ic3lNdldwUHRUeFA?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
167,RBI,Industry,India’s shrinking budget: Fiscal discipline prevails amid stagnant revenues and limited reforms - The Economic Times,2026-05-07,https://news.google.com/rss/articles/CBMi_gFBVV95cUxNSlhPMDNfeGQ2VWRYTld1YnB6TXJnWnJMTW1Tb3Q3Y016VEowQm13VmQzczFEaXYxc1U1dzFWR21RVFlPcURsWDhId0pZdjh4UTlqNVNfUTVCMzh6R1JJaV9oMk95MUxSOVV5YW9zcjl5TFZXUGRzc2FsdUl2OGpGOGN2QmhjR25ja2FFV2hUZUF6UFF2Y2Y2UjhOZ1cyN0ZUOGdHaHdncDBWS1ZncUdFeFpOeGRCaF9FY3FUM3NBcWFzOHRpZlNlNFNmNmR1WG5IMktrY2gxV0NnNGg3UTB6TWNfcE9TZHhoalk3c1RCZHBqb1hOcTVfNHJYMFJHQdIBgwJBVV95cUxOWmdPV2dBMzREalBMMUZ0blgxUllhRGI0cTdxWlNCd0JKN2pMLXMxcm5UNDVSamt4T1Bsb2xYbnBZV2UwaEZLVXFBWk5fUU1Vc3k0TE1HNTA2LUdNRUpLTkNHRGs4dTloLXBNaDl1QUFkbVo2Ul9TdlBfSXNzWGU5QzVKUHBBZENxZ1VRNEhhLTZXa3pGZDFWcFBZV3VQa0I3UTJKRGxacXZaSjdJbDhDOGRFSENTNlhBN3JJSlNHOG44dllTMXd6OFRCUHpnbE80M3h3UUUtWE9LVUtZZXQwaXotVWo2dnhpOFVmUTJxdlFKc0I0Qk12eV9nbnE5Q3NmOVNN?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
168,RBI,Industry,"RBI imposes penalties on YES Bank, Hinduja Housing Finance - The Economic Times",2026-05-08,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPdEFOODYxb0pkbl9HZ09JTjdZV0lrS0laZTZyVHB1cFBpYjBfWnBaV3AtNEkxR3BaSlpfcDRMQzVLX0YzcUFLa2hUOTQxd3Jtb2d2Y1B1T0dwVzFWTHg1UEJaRmF1bUtnb0UzZnVmbG01QW9FenhFQnRFXzQyTUhrZlVua3hIT2JvWXliVjg5aVRDT1NmUVh2U1ZBdndIcUluOU1HRXIyVE4wVFhuTzBsd2E5ZWdhQnNVU1dJM3F6TlJOdzFsdmF4Smo5X0Juc1dlQXM0ZUNnVUpiLWtN0gHiAUFVX3lxTE9rd3VRZjhVZVlYRzl3eThlcFc2ZGh3bkJGWWM2TjJIWS1RdmszUEswWlZWd1ZJcXV4SUJ4eXJ1YkM4allyMkNDQTh5UElLRDVZS3EzdUhlV053VUVmQVJiai16VW1tV2V6blRSNEdEazJ5UnpGQ1I1VGZfRWNyQzV6cFhOd3ZUSmRwdnUxNTNhblE1TlU1RUV0R09XdjZ4ZkFwMUFRMHdfeVFCdEdnbUlzUXR1QWdRcENJSzBTaHNfLWhWcmZ1NXdPVTk2Rm0tT0Nqd2hXNThQMFZGTDlLZnNrb2c?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
169,RBI,Industry,"RBI fines YES Bank, Hinduja Housing Finance for compliance lapses - MSN",2026-05-08,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNR3dHeTBOdjhtWE1rNXdBM2NiYnRkZDZ1TkNzZjQ0QzNtS2FKQ28tUWtFZERXMnJSMTEzU1pkRHdFOG5HOThUbHpjMUoxRi1tb3NJZzRQVkxwNmpuQ2tndlM4LVU4WXdpUlhZSEVFNHM2TWhKa3E0RTA0d0tYS1F5N3NtaUhKWXQ2TklnaTE1X3hNeHJwcjd5cWJPbWxBbzRDUGNid3QzRWV6bi1FQ3ZQQUpOUk9aV2pwUUdSX0NHT2dHbVNGU3NlTFk2aTNoVXNfMHRQQzdvSTRYX3FheUp4dDZNdXdVVWl6bVdyWjVRaHVyaWFZOVFrcWF3?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
170,RBI,Industry,MSC Bank urges RBI to raise Housing Loan Limits for Rural Co-op Banks - Indian Cooperative,2026-05-08,https://news.google.com/rss/articles/CBMiswFBVV95cUxQSWtVdEhfeWt3WXFVaGhzcDRyMHdRTEE3Vjg2U2RlSUxVNURwSHhsUW5VMmFqSFhaV1JjR3o4WmVNQWFwdGdCOEtlbEVTV1o2V1E5ZjAtV1dNRDIxVURoWkRmUDBFTTJ1QkRkSlJmTTJBZmNxSEo1MlhpTlp0cUp5WnNHTW9hZTJFQkhxbk5qX1V3MkNlTGdQNDNpQ3BEbnZFWEJXazNmbmEzR2hlN3BHcVNOQdIBuAFBVV95cUxQZWw4ZmRFNFFLamZxUU4ydm5RSk9xbmRUYmFHZS0telBrWFFLSVNYajg1dG1sYVRmb3owR2M1SW1JRjlDcE1uMzhERERKQ1plRmp2Ni1Wa1FqLW1PVGZLU05RZnprYllueVo1SW83UF9xYTFJY29OalpMVEhlSnpONXlaeU5fRE9FY3dfTldnWmNmZWVGRnVJTjlGaE9jS1JpN0hmcDJwQmVxTDJmY25VbTc0M2VzYWhi?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
171,RBI,Industry,RBI Slaps ₹33.60 Lakh Penalty on Yes Bank and Hinduja Housing Finance - Moneylife,2026-05-08,https://news.google.com/rss/articles/CBMisAFBVV95cUxQSkNNSTUxMzdmbEFzN2dXX1RrYUI1WWRaZlZFaWtnMzhUNzAydEEwc0stTkxBWnEzcGVLb01RT3UwRDhESmJ0bFBUa0RKLXdZUGZFWWVXU0hCZDRrWjJwaVZvOGFYWmxYWWJ4QkczWHNkMFF4a1MwR0s5dWY0a1JCbWNJM2lNa0RiTkhIWGlVZllhUUtFQUVGcW9UbnZXYWN0R0Y4RG9rS3h1ZkxHeHc0Wg?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
172,RBI,Industry,"RBI Fines Yes Bank For KYC Lapses, Penalises Hinduja Housing Finance - BW Businessworld",2026-05-08,https://news.google.com/rss/articles/CBMisAFBVV95cUxNVjhfNXZKT0VLS3hpb0x5Yi1PVHRzMHFZZ0s0MDdTVVkxRjMwMlBRc0lPcmFERjdXWFY0ZDAyNVczZDhEWldlc2NDSjVwYU5vUm9JWlJYanZLLWR0MnBJT1k5akptc3NxTUY2SnFNX1FTUWxsVHpHeG1QRm9KT2Q5Xy05WFRWUmhJYndVdXJGakl1UWcxaS10WmVuT2JsNWR5el9UZ3o3UUJONjNxTnRGMg?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
173,RBI,Industry,"YES Bank, Hinduja Housing Finance Fined by RBI for Compliance Failures - Whalesbook",2026-05-08,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOWTNMV25qSWdKQWFFdG5EUDFGM3IwejNvSlVuNUdodlpqZ1VDSTgyVVZZbGVtMS02SzlVc081R21LaHp5SHpzYTBNazZtX3hVMHFCOTFOY2xYMmZqdnVrZWRJaW5ndzRPUHZhSE1kQ1ZFMDFCOTAtamc3V3FPT1VoQlVEaVc5NXNDQ21PYXNQLWZXWHV3amVCeXNwM0RDVWl5SENoM2huVUYxMHA1RXNfVmFsTm81Q1hJWTdDcXBOZzJaYW1sUmhzSU90V3pkam9od3NNT0M3aHdwUWtQRFhjM3M2MA?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
174,RBI,Industry,MSN Money - MSN,2026-05-08,https://news.google.com/rss/articles/CBMipgFBVV95cUxPZXlSNzZ5djFhd0d6YV9GQ19YSkZtbG9zWm5HYVhrbkxMNkRxVXBBM0NLTU5jb1lSa1FPM01NNXJQN1ZjVlBlemNKQU95d3U0RzdVREhqTmxkMDFaTk1zR3BmVUQxd1FCekRINjY0dlRVM19fMC1xelNhcEtUT3l6TXVPTmU3Rjd2eFZxZUs3RThYTjdySmtKenRUWURXbFVQRXdwTWN3?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
175,RBI,Industry,SBI Ne Kaha 'Affordable Housing' Ki Definition Badlo! Kya Gir Jayega ₹45 Lakh Ka Rule? Stock Mein Giraawat kyon? - Whalesbook,2026-05-08,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNcGRXSXp0S0VhQldYT1FIQmVoY3h1YVpKLTNWaXQxNkdRbnNvZGptTDdJQlZ6WXFYbS1DZ21iUVdqZ3p2aXFOY0NsV2FjTC1zanhTWmpSbmVpa0w5Q2haTDdmbGliM2tqT09JeWhtT3JWRVkwSzU3LUpVeW5pN3V1MnoxRWZYaFlxSGZLdEtTSm4yZGVfRVFzTi14d29GbkhDdTgwU09WUUtpNFhWMDV1U3VONE9RVHpNRGRRdEY5TC1GSVB1N0ZQZ3MtdEdSQ1BDVzlIX0NPRTF4Rk43T1JlWWxB?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
176,RBI,Industry,Aadhar Housing Finance Receives ESG Rating of 33 for FY 2024-25 from NSE Sustainability - scanx.trade,2026-05-08,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQaWtyY1pyVHJ3WUtUdFJxV2pVLURGSWU5YllTRktUaHJyWWIyeGJKSTQwWkJCdEZIdFM5WGFZYkVrTDZvQ1FpQ0gtTGJUYkt4QXdaR1F4RkhrMW5oNzJrTmV1Ums4Z2o1MGlFaXREMVhaUWlvUk96dXc4ek1KTWJiTVB5V01Lc0lnVEFvSVliUTdlM0R5V2tNVUNCNFY3NmpGUTBQSk5rQnFta1duNXNyRHlHb0VCYkJIcTAyRTBEZWRWTXVXX3RiYzVVT2hEYUlnR2hVazZDdGJJNUVu?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
177,RBI,Industry,Sammaan Capital Limited Receives RBI No Objection Certificate for NBFC Business Transfer from Sammaan Finserve Limited - scanx.trade,2026-05-08,https://news.google.com/rss/articles/CBMihgJBVV95cUxPT2w3eHl3WVJacmctRkxwZjFDUl82R2RLUm40UUlIbHpQREN3eE1hbDhYcndjMEExdFJXWEpQYTZUczhuLVpMUnZWc054ckptejB3VXAwUGdlQ2ZzODRDZDVfZVJzbkFuMlg0ZFI5VzN0RDdsVFR0WTRudm5qWmRpMzV2MVY3NVE4dEhES25yUUJkd1gyb2pRQ3RVMEE4TTRiU1kzc3piS1BpRXBOUS1GQ1lBaWJGeFZzMUM1elJZYm1FRE9yQzQzR0F1WWphLWFnY1ZqT1VBbWYtMVI3bmdMRzRNV2hoRTVhTTJxdmxtVnJIdVYzS0pBRFhSWEtDdW4tRzZRUTZn?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
178,RBI,Industry,Bassinvictus Private Limited Issues Letter of Intent for ₹200 Crores Equity Infusion and Majority Stake Acquisition in Star Housing Finance - scanx.trade,2026-05-08,https://news.google.com/rss/articles/CBMioAJBVV95cUxPX19EemFSVkh2Z25Kc1oyYW05QUJuZGoxbmdlRXo1OUFlQjNYcjFsdktidWtQZnlhbjlfWTlVSHBScnhpcjNLSjU0czNnZGhPRXF2QmJrZHhlaVp3b2FWMGFlbXE3RGdRLTg4QXZRZXhYNFAzbWJQNk5CVHM5cmxId2NfbU9MRGdnd3V3dnRjY2t5cm9aRXBoanhtWmQ4ZmtoTjNwTlFNMFZLTWtMQmY1V0tPS0tzQjFNWGtNRXF5dnlYRkJwd2pCRXI3YXJqLUl5dldwVVF2Y200WmFBNU8wMlJGUzhDcGxoYW93bnlkaGZmbTJ2Xy1qempOT1RvZko2em9kVnBEN3VIOC10X3dxX0RoWXkxVUR6bGVUWWN6aGo?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
179,RBI,Industry,"Religare Finvest Limited Appoints Srinivasan Karthik as CEO and KMP, Names Him Additional Director Pending RBI Nod - scanx.trade",2026-05-08,https://news.google.com/rss/articles/CBMi_wFBVV95cUxOemNIalNfT2ZsYmxoSEF6THNpMW1Jb3pMTnZLbnRWOUJkZVI2RUM5azhiWXFjSU9aQUQ5cmszVVlnbHl5a3VjbVJpcWNTbThJWEQxS0RiZ0VITWR0QUNWSFRnQU15cHR3aF80R2FoNmlXM0FLdHlaekJtWW9WdkNwaWZzTmwwN01GZi1jUjBVUlJLT3lzTGwtTkVpenZuMFFMM19aYUswTnJ2WHl5c3NSS2FZS3pySk80TTFuRkw2WllDQVRpbFpJeTBmODZzejIwVmU2amQzSHQyQ0h4bW9jNXA2a0QxMzM3MjgxZjFDYjM4Tm1kQjJnR3FTbllMWjA?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
180,RBI,Industry,Rupee's steep fall: Are India's macro fundamentals strong enough to withstand global shocks? - The Economic Times,2026-05-08,https://news.google.com/rss/articles/CBMi9wFBVV95cUxOdkV6bTlsOXhxZ3NqRkhsXzV0c0F4LXRsdGFPMnBsdmdNd21YSGp2TjFjM3I3QlZuY3dvMW5uY004NEFPTlN1cjNGMTZBQ2ZIVDFsTnJGUzExZm1oSEFjWklRTk1pbWUxXzdHTzNKRndSYllMSDRjeVM5UWhzaEVPQjd6V2loa2pRbmNhc3dibWlyVENWVUJvTW5zQ0JYcXZvSWtJeEVIM2pJY041cldRbDJxZHl2WE9qNGctN3dUNlo1VnJkV0tpbzJCWFRjUnN2UE5pUnJhb3FOT2huMl9nNmllMjBYQlZvUHhMQ2d1OWZ5ODVBUnlz0gH8AUFVX3lxTE5NdDluMUV6LUctdkI3a19MR2xYQnpsUUhxMFNxdjZTWlY0Z2o4bjNDUXBqc3FfUWRRdFRJb0d1M0VUMEYwWmItUjk1WEo1RWFTV21iclctbkhUTl82SVlqeVd4QWNsSFEydGZJbnZkQU5Sc1MyUTM1YU9nNC1SR2cyQUJOUW5Xd3kwZ2NsUnVuS2FmWHJBbmswWDJCX05mM3NwTDJFSDF4YUhlNWxEUi10VklWN3RkVmpjMU43YjJDaUlOMUg5NHRyOW9RblZfS3NDaHRUc3NxWVJfa3VPY2Ezc3dTcGs3UEZ1a0tFNjRIbjhSdXlPSnFHS0Znaw?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
181,RBI,Industry,"RBI Penalises YES Bank, Hinduja Housing Finance for Regulatory Lapses - BizzBuzz",2026-05-08,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNOXIzLXc1S1ZTbkdDYkYxVEFfc3VSZmFfTl9tak96RUxFN3o3MllXZDl0Z0NONmRPY0tlek9sU2tzak5OTEpORnRkSkQzQ04wOGFBZWtDQjRKSDRmNDF4YXhWTkZiMGg4ODZsWWtQYzhYUDVqMkpOck1mYTdSZElydC1LUG9RbHhERldUSTl1LWtKd2NUcjNHU1BkSGQ2dW11d0xya0hSNVpNcEIyQzlvcGVET1lJTEpj?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
182,RBI,Industry,"RBI Penalises Yes Bank ₹31.8 Lakh, Hinduja Housing Finance ₹1.8 Lakh For Regulatory Lapses - LiveLawBiz",2026-05-09,https://news.google.com/rss/articles/CBMixwFBVV95cUxPWnVuTktZODlINWFJcEc0amNUVl9nbkRnb2N2dlgxT3RqN3NVR2V6ZmdvbzNjbml2bWdPRUNuQTlsd0N6UFFwLUJVdkZlRU1vejR5Y09FalFCZmo2bUs1M1ZaU2xmVWluRUdOUktaZDNBclJrZnpYSUtpVkh6dHpsOEhmQWFSek5jcS1MUW9HQ1JNbzZIV2NheGw2S2gtNzEzNVdjMHBUelVjTVVwMTdoRnBUX0RuTU5RMkt2NTFPWEFZV3RmSnBj0gHMAUFVX3lxTE4zOWFMbFdhb0QydFh3SE5tZTVCOG82Y0xjYlU1RlpVdnd5dHRqa3BJSmk4UXRkX1dhQldhdHZLVk1wZXNhWEItRkFJQ2RfRkRBLXM3WDc4ZEdyUFRQU3JVRncwUnY2Yk5sU3dUWGk0MWJ3VXRVaHR5VnNMV2VmTUl5LXpVX29NbGgtRXhEZ3VtaExpVUNzczJjTjNpSFJiSEFKY01OVEJHbjliTXVhb18yUEM1YU9WU0VabVR2Q1pFWTR2RzNYMGdaTjhRNg?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
183,RBI,Industry,"J&K Bank FY26 Earnings Call: Record Profit, Strategic Guidance & Key Highlights - scanx.trade",2026-05-09,https://news.google.com/rss/articles/CBMi5AFBVV95cUxOak9xRjhjelAtSnk3WlBfUGUzOGlXQ0tKSjlfZkxPdm1lWHc3LWhzcHdEOXRrU0VpTVdVTXRaN0FSakVZOXlaTjFJRTFmSUxwY3lJVUozNXFqMkhrdTREcFlnQ0pGUjJrZmhaSU1WQ3NsZE8tWExfMDVPU1dYVVhXcG8ycC1qYzUtMFVWcDNIRGxoekNja2s2ZVI0VjRtNzhHdkppUXo0Tm5GMnJwdEt3TmRMZEF1b2kxZThDWk1aTGdUVU54eGNoNFdQV0NIVWFJSkZnNmpIanJVUTVoa2NUQTNHWnE?oc=5,openai / llama3.1:8b,Industry Pulse / Regulatory Watch (policy feed),Considered,
